mean,-0.00055419072,-0.00025504641,0.0011571465,-0.018184116,-0.0042137885,-0.99928904,0.23282127,-0.0072044046,0.0020612755,-0.0085348915,-0.074931271,0.0086935842,4.6474208e-05,0.0015870766,0.0027941687,-0.0064880154,0.00024010686,-0.0023677084,0.088516779,0.075845048,-0.078986138,-0.07042069,-0.02192655,0.021349352,0.0073966761,-0.10061119,0.0054439707,0.01045823,0.0022174758,-0.0022501545,0.0048596212,-0.0025216439,0.0054705688,-0.0022309322,0.0085887937,-0.0070671118,0.014192482,0.00021524305,0.0022713926,0.0021231235,-0.00035626188,-0.00014318721,0.00034660831,5.3795353e-05,-0.00050403283,-0.0001734757,-0.00049742486,-0.0039039697,-0.0041330718,0.00038946071,0.0012548028,0.00096332101,0.00067266141,0.00044321918,-0.0010814377,0.00043647765,0.00041586009,-0.00033365042,0.00022903446,-0.0017135417,-0.0018064164,-2.2770164e-05,5.8684938e-05,-0.00012645779,-0.00032244012,-5.4093121e-05,3.9400315e-05,-0.022500578,-0.3763656,0.033507731,0.38200364,-0.36965442,-0.051233955,-0.13458075,0.10385138,0.042035088,0.25608304,0.12604272,-0.31018612,-0.27222455,0.31287879,0.23598337,0.19885162,-0.6264596,0.15869296,0.060575042,0.041137327,-0.051617399,-0.04234615,-0.07201115,0.021813275,-0.0087754503,0.020704249,-0.042055752,0.062674418,-0.0061217668
std,0.060159892,0.043652564,0.036699925,0.035532411,0.037746772,0.028932551,0.42497668,0.16950624,0.1137136,0.13676283,0.14019755,0.016788889,0.025378976,0.026745364,0.022099718,0.014712463,0.01595013,0.016090484,0.24728541,0.16947936,0.21341679,0.20694259,0.11528671,0.096297704,0.042154357,0.16899946,0.041844551,0.045370653,0.028739877,0.036228944,0.063253619,0.047685586,0.037966784,0.029434424,0.036994316,0.031298392,0.037753254,0.034535315,0.07431189,0.076408125,0.044505548,0.047382344,0.04754572,0.046891525,0.044999503,0.045491122,0.045232508,0.12036212,0.10309913,0.087670088,0.10313933,0.071779579,0.066689588,0.048923064,0.061950125,0.05200614,0.053819664,0.04711489,0.048109375,0.052681815,0.050879069,0.047600333,0.047933236,0.047222517,0.047664404,0.049131826,0.046881627,0.58087146,0.52592421,0.08143951,0.46385369,0.45067742,0.46462032,0.1886172,0.16362432,0.31916469,1.0803666,0.76659626,0.79926592,0.72397387,0.84552014,0.66514891,0.16227531,0.73077637,0.32808703,0.31098402,0.11625305,0.15497859,0.2117089,0.16557306,0.15250674,0.11903389,0.13771838,0.13499676,0.15179847,0.13766274
min,-0.92552739,-0.6116522,-0.55288482,-0.54979485,-0.72153312,-1.0499983,-0.49971238,-0.29998499,-0.19994697,-0.68782228,-0.87439114,-0.069230728,-0.29297459,-0.35239837,-0.51733637,-0.2048323,-0.19606216,-0.1548312,-0.26507938,-0.31119964,-1.4061972,-0.85236436,-0.67119569,-0.68745303,-0.2506983,-0.68497974,-0.27175349,-0.22935967,-0.24171998,-0.21055023,-0.23051052,-0.23130518,-0.21959069,-0.21601839,-0.1916313,-0.12413605,-0.17247388,-0.18184179,-0.30707455,-0.62039667,-0.1606992,-0.39551026,-0.47322741,-0.3621299,-0.27306971,-0.34939694,-0.18497208,-0.53664047,-0.74875575,-0.52428716,-0.44571152,-0.48244247,-0.50699729,-0.20956884,-0.30884194,-0.69007295,-0.61899483,-0.25519681,-0.19186531,-0.36087108,-0.22694841,-0.17164506,-0.20083041,-0.19833362,-0.15942374,-0.1958378,-0.15824528,-2.8633354,-4.0077715,-0.39214137,-1.9467468,-3.1736734,-3.3425744,-1.2185557,-1.1138692,-1.751407,-1.6847025,-1.721665,-4.8353353,-3.4810314,-3.058141,-4.1351624,-0.46428818,-2.7009325,-4.4090724,-1.9690156,-1.1341558,-0.9769696,-0.73605454,-0.67729765,-0.86238259,-0.89447021,-0.73470336,-0.55452347,-0.67767882,-0.75850701
max,1.3679832,0.43883538,1.0550004,0.51600933,0.65278172,-0.65131402,0.99954778,0.29982319,0.19988726,0.5838998,0.45764121,0.11902661,0.44312146,0.43160561,0.52596587,0.23774609,0.17347579,0.16143429,1.2268381,1.7065082,0.54561251,0.77261102,0.35376433,0.57041484,0.2274377,0.18733868,0.26904893,0.27133244,0.14193024,0.24653308,0.23002939,0.26907125,0.25355765,0.15575384,0.19114168,0.21174152,0.26405278,0.20772898,0.40207529,0.41524157,0.18531056,0.4074257,0.35214758,0.3195276,0.30871379,0.42372176,0.14570983,0.71882153,0.76578158,0.35680005,0.52118462,0.63772506,0.71499979,0.2092541,0.25504643,0.57956719,0.50205845,0.21703652,0.20242696,0.31691489,0.19305153,0.20059167,0.20604996,0.25391755,0.17246251,0.21082436,0.19394694,2.5602193,2.1118639,0.46079609,3.4618962,3.247936,3.136327,0.53312081,1.3872161,1.6357785,5.2615876,6.931098,1.9344782,2.5684929,4.252491,6.0110965,1.2034467,0.58465528,2.2091291,2.2075853,0.64183724,0.65941691,0.81942737,0.69156641,0.99519581,0.65261418,0.60817397,0.86944544,1.1352905,0.82639444
